Player,Nation,Pos,Squad,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Playing Time Mn/MP,Playing Time Min%,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
Reece James,ENG,"DF,MF",Chelsea,26-146,27,20,"1,896",21.1,2,4,6,2,0,0,4,0,0.09,0.19,0.28,0.09,0.28,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21,6,28.6,1.00,0.28,0.10,0.33,70,62.0,86,15,7,25,1,1.63,32,20,+12,+0.57,+0.88,0,26,20,1,123,31,32,N/a,N/a,0
Reinildo Mandava,MOZ,DF,Sunderland,32-102,22,20,"1,696",18.8,0,1,1,0,0,0,7,1,0.00,0.05,0.05,0.00,0.05,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,0,0.0,0.21,0.00,0.00,N/a,77,53.8,83,16,2,23,0,1.50,23,24,-1,-0.05,+0.44,0,29,33,1,20,28,18,N/a,N/a,0
Reiss Nelson,ENG,"FW,MF",Brentford,26-144,9,0,124,1.4,0,1,1,0,0,0,0,0,0.00,0.73,0.73,0.00,0.73,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,1,20.0,3.63,0.73,0.00,0.00,14,3.9,N/a,0,9,14,12,1.67,7,2,+5,+3.63,+3.69,0,0,2,0,2,0,3,N/a,N/a,0
Riccardo Calafiori,ITA,DF,Arsenal,23-349,23,19,"1,538",17.1,1,2,3,1,0,0,5,0,0.06,0.12,0.18,0.06,0.18,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,29,7,24.1,1.70,0.41,0.03,0.14,67,48.8,78,7,4,14,2,2.30,30,8,+22,+1.29,+0.39,0,25,9,4,21,13,19,N/a,N/a,0
Richarlison,BRA,"FW,MF",Tottenham Hotspur,28-358,28,16,"1,623",18.0,9,4,13,9,0,0,5,0,0.50,0.22,0.72,0.50,0.72,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,50,22,44.0,2.77,1.22,0.18,0.41,58,53.0,83,10,12,25,1,1.11,24,24,0,0.00,+0.63,0,19,29,8,16,6,14,N/a,N/a,0
Rico Henry,JAM,DF,Brentford,28-299,25,14,"1,328",14.8,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,0,0.0,0.34,0.00,0.00,N/a,53,42.2,80,6,11,19,4,1.64,28,22,+6,+0.41,+0.55,0,15,17,2,26,7,11,N/a,N/a,0
Rico Lewis,ENG,DF,Manchester City,21-163,10,3,317,3.5,0,1,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,0,0.0,0.57,0.00,0.00,N/a,32,10.7,82,2,7,10,16,1.90,6,5,+1,+0.28,-0.94,0,4,7,0,2,7,4,N/a,N/a,0
Rio Ngumoha,ENG,MF,Liverpool,17-247,15,2,316,3.5,2,0,2,2,0,0,0,0,0.57,0.00,0.57,0.57,0.57,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,6,60.0,2.85,1.71,0.20,0.33,21,10.3,66,0,13,14,18,1.40,12,4,+8,+2.28,+2.11,0,3,6,0,15,1,1,N/a,N/a,0
Robert Sánchez,ESP,GK,Chelsea,28-166,32,32,"2,794",31.0,0,1,1,0,0,0,3,1,0.00,0.03,0.03,0.00,0.03,43,1.39,132,89,68.2,12,8,12,9,28.1,1,1,0,0,0.0,0,0,N/a,0.00,0.00,N/a,N/a,87,91.3,87,31,0,N/a,1,1.38,47,41,+6,+0.19,-0.48,0,2,11,0,0,1,0,N/a,N/a,0
Robin Roefs,NED,GK,Sunderland,23-106,32,32,"2,880",32.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,44,1.37,143,102,70.6,10,11,11,9,28.1,3,2,1,0,33.3,0,0,N/a,0.00,0.00,N/a,N/a,90,91.4,90,32,0,N/a,0,1.28,34,44,-10,-0.31,-0.65,0,0,12,0,0,0,0,N/a,N/a,0
Rodri,ESP,MF,Manchester City,29-315,20,16,"1,421",15.8,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12,2,16.7,0.76,0.13,0.08,0.50,71,47.8,83,11,4,22,1,1.85,27,14,+13,+0.82,-0.57,0,13,27,0,4,11,23,N/a,N/a,0
Rodrigo Bentancur,URU,MF,Tottenham Hotspur,28-312,22,19,"1,566",17.4,1,1,2,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11,3,27.3,0.63,0.17,0.09,0.33,71,51.2,79,10,3,21,1,1.27,23,22,+1,+0.06,+0.72,0,16,4,1,7,28,27,N/a,N/a,0
Rodrigo Gomes,POR,"MF,FW",Wolves,22-300,19,7,771,8.6,3,0,3,3,0,0,0,0,0.35,0.00,0.35,0.35,0.35,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16,6,37.5,1.87,0.70,0.19,0.50,41,24.5,69,1,12,24,4,0.58,10,15,-5,-0.58,+0.66,0,5,8,3,22,8,15,N/a,N/a,0
Rodrigo Muniz,BRA,FW,Fulham,24-364,18,7,773,8.6,1,1,2,1,0,0,1,0,0.12,0.12,0.23,0.12,0.23,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25,4,16.0,2.91,0.47,0.04,0.25,43,24.5,74,0,11,23,0,1.39,8,10,-2,-0.23,-0.23,0,12,12,5,2,2,3,N/a,N/a,1
Romaine Mundle,ENG,MF,Sunderland,23-009,14,2,411,4.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7,2,28.6,1.53,0.44,0.00,0.00,29,13.0,66,0,12,23,1,1.14,5,11,-6,-1.31,-1.22,0,7,8,0,11,1,4,N/a,N/a,0
Roméo Lavia,BEL,MF,Chelsea,22-117,11,3,325,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,0,0.0,0.55,0.00,0.00,N/a,30,10.6,58,0,8,19,2,1.09,1,7,-6,-1.66,-2.12,0,7,7,0,1,5,4,N/a,N/a,0
Ross Barkley,ENG,MF,Aston Villa,32-149,17,4,564,6.3,2,0,2,2,0,0,0,0,0.32,0.00,0.32,0.32,0.32,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13,6,46.2,2.07,0.96,0.15,0.33,33,18.4,73,0,13,21,1,1.76,11,8,+3,+0.48,+0.41,0,3,6,0,0,2,9,N/a,N/a,0
Ryan Christie,SCO,MF,Bournemouth,31-070,24,8,932,10.4,2,0,2,2,0,0,3,0,0.19,0.00,0.19,0.19,0.19,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25,8,32.0,2.41,0.77,0.08,0.25,39,30.5,69,0,16,24,1,1.67,15,14,+1,+0.10,+0.14,0,15,20,1,16,11,17,N/a,N/a,0
Ryan Gravenberch,NED,MF,Liverpool,23-352,32,30,"2,665",29.6,4,3,7,4,0,0,5,0,0.14,0.10,0.24,0.14,0.24,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32,9,28.1,1.08,0.30,0.13,0.44,83,87.1,87,26,2,29,0,1.72,45,35,+10,+0.34,-0.35,0,34,37,0,6,39,31,N/a,N/a,0
Ryan Sessegnon,ENG,"DF,MF",Fulham,25-350,27,20,"1,823",20.3,3,1,4,3,0,0,0,0,0.15,0.05,0.20,0.15,0.20,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16,4,25.0,0.79,0.20,0.19,0.75,68,57.9,85,14,7,19,0,1.33,32,29,+3,+0.15,+0.49,0,33,3,4,55,23,29,N/a,N/a,0
Ryan Yates,ENG,MF,Nottingham Forest,28-163,19,1,456,5.1,0,2,2,0,0,0,2,0,0.00,0.39,0.39,0.00,0.39,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,1,20.0,0.99,0.20,0.00,0.00,24,14.9,63,0,18,22,9,1.42,10,5,+5,+0.99,+1.30,0,10,10,0,4,6,9,N/a,N/a,0
Rúben Dias,POR,DF,Manchester City,28-354,25,23,"2,051",22.8,2,0,2,2,0,0,3,0,0.09,0.00,0.09,0.09,0.09,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,4,40.0,0.44,0.18,0.20,0.50,82,69.1,88,21,2,18,1,2.20,53,20,+33,+1.45,+1.06,0,14,9,0,9,22,6,N/a,N/a,0
Sam Johnstone,ENG,GK,Wolves,33-039,12,12,"1,080",12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,24,2.00,62,39,62.9,0,2,10,0,0.0,1,1,0,0,0.0,0,0,N/a,0.00,0.00,N/a,N/a,90,34.3,90,12,0,N/a,18,0.17,6,24,-18,-1.50,-0.63,0,0,0,0,0,0,1,N/a,N/a,1
Samuel Chukwueze,NGA,MF,Fulham,26-346,21,9,"1,006",11.2,3,4,7,3,0,0,0,0,0.27,0.36,0.63,0.27,0.63,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25,7,28.0,2.24,0.63,0.12,0.43,48,31.9,76,2,12,27,1,1.24,18,20,-2,-0.18,-0.18,0,5,11,3,38,6,4,N/a,N/a,0
Sander Berge,NOR,MF,Fulham,28-078,33,32,"2,770",30.8,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12,3,25.0,0.39,0.10,0.00,0.00,84,87.9,86,24,1,17,1,1.42,40,44,-4,-0.13,-0.60,0,32,14,1,12,25,40,N/a,N/a,1
Sandro Tonali,ITA,MF,Newcastle United,25-360,33,29,"2,392",26.6,0,2,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34,8,23.5,1.28,0.30,0.00,0.00,72,75.9,81,15,4,12,0,1.27,29,36,-7,-0.26,-0.62,0,23,41,1,92,27,23,N/a,N/a,0
Santiago Bueno,URU,DF,Wolves,27-175,26,25,"2,283",25.4,3,1,4,3,0,0,4,0,0.12,0.04,0.16,0.12,0.16,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,6,66.7,0.35,0.24,0.33,0.50,88,72.5,90,24,1,35,8,0.65,21,42,-21,-0.83,+0.94,0,24,11,1,5,22,30,N/a,N/a,0
Saša Lukić,SRB,MF,Fulham,29-263,24,18,"1,554",17.3,1,2,3,1,0,0,8,0,0.06,0.12,0.17,0.06,0.17,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16,5,31.3,0.93,0.29,0.06,0.20,65,49.3,78,10,6,24,3,1.25,15,20,-5,-0.29,-0.46,0,49,21,2,57,13,25,N/a,N/a,0
Sean Longstaff,ENG,MF,Leeds United,28-185,21,10,979,10.9,2,2,4,2,0,0,2,0,0.18,0.18,0.37,0.18,0.37,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,14,3,21.4,1.29,0.28,0.14,0.67,47,31.1,84,7,11,12,6,1.29,11,20,-9,-0.83,-0.99,0,13,17,1,52,12,23,N/a,N/a,0
Sebastiaan Bornauw,BEL,DF,Leeds United,27-042,9,4,304,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,0,N/a,0.00,0.00,N/a,N/a,34,9.7,75,0,5,1,18,1.56,3,4,-1,-0.30,-0.17,0,5,0,0,1,5,2,N/a,N/a,0
Senne Lammens,BEL,GK,Manchester Utd,23-300,28,28,"2,520",28.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,35,1.25,99,67,68.7,15,9,4,6,21.4,4,4,0,0,0.0,0,0,N/a,0.00,0.00,N/a,N/a,90,82.4,90,28,0,N/a,3,1.93,53,35,+18,+0.64,+1.31,0,0,3,0,0,0,1,N/a,N/a,0
Sepp van den Berg,NED,DF,Brentford,24-134,30,29,"2,664",29.6,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22,7,31.8,0.74,0.24,0.00,0.00,89,84.6,90,29,1,54,4,1.37,41,40,+1,+0.03,-0.34,0,14,11,0,0,26,8,N/a,N/a,0
Simon Adingra,CIV,"MF,FW",Sunderland,24-122,14,9,653,7.3,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,6,2,33.3,0.83,0.28,0.17,0.50,47,20.7,64,0,5,16,8,1.07,6,8,-2,-0.28,-0.02,0,18,3,4,27,2,8,N/a,N/a,0
Soungoutou Magassa,FRA,MF,West Ham United,22-207,22,11,981,10.9,1,0,1,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7,2,28.6,0.64,0.18,0.14,0.50,45,31.1,74,2,11,15,9,0.73,11,23,-12,-1.10,-0.93,0,17,17,0,9,17,23,N/a,N/a,0
Souza,BRA,MF,Tottenham Hotspur,19-321,4,2,144,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,1,100.0,0.62,0.62,0.00,0.00,36,4.7,49,0,2,24,5,0.25,1,3,-2,-1.25,-1.00,0,3,2,0,3,2,0,N/a,N/a,0
Stefan Ortega,GER,GK,Nottingham Forest,33-178,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,4,1.33,12,8,66.7,0,1,2,1,33.3,0,0,0,0,N/a,0,0,N/a,0.00,0.00,N/a,N/a,90,8.8,90,3,0,N/a,4,0.33,1,4,-3,-1.00,-0.97,0,0,0,0,0,0,0,N/a,N/a,0
Stefanos Tzimas,GRE,FW,Brighton,20-117,9,1,139,1.5,1,1,2,1,0,0,0,0,0.65,0.65,1.29,0.65,1.29,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,1,25.0,2.59,0.65,0.25,1.00,15,4.4,23,0,8,15,2,1.56,7,2,+5,+3.24,+3.12,0,4,1,1,1,0,1,N/a,N/a,0
Sven Botman,NED,DF,Newcastle United,26-111,22,18,"1,565",17.4,1,1,2,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,14,4,28.6,0.81,0.23,0.07,0.25,71,49.7,84,14,4,15,5,1.36,21,23,-2,-0.12,0.00,0,11,14,0,2,19,12,N/a,N/a,1
Sávio,BRA,MF,Manchester City,22-023,20,5,617,6.9,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15,10,66.7,2.19,1.46,0.00,0.00,31,20.8,74,1,15,17,2,2.40,9,5,+4,+0.58,-0.68,0,8,10,4,32,5,4,N/a,N/a,0
Taiwo Awoniyi,NGA,FW,Nottingham Forest,28-264,13,1,282,3.1,2,1,3,2,0,0,1,0,0.64,0.32,0.96,0.64,0.96,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10,5,50.0,3.19,1.60,0.20,0.40,22,9.2,45,0,12,20,8,1.15,5,2,+3,+0.96,+1.18,0,7,3,3,1,1,1,N/a,N/a,0
Tammy Abraham,ENG,FW,Aston Villa,28-213,11,1,227,2.5,2,0,2,2,0,0,0,0,0.79,0.00,0.79,0.79,0.79,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,3,33.3,3.57,1.19,0.22,0.67,21,7.4,90,1,10,14,0,1.09,4,6,-2,-0.79,-1.02,0,1,0,0,0,0,1,N/a,N/a,0
Thierno Barry,FRA,FW,Everton,23-194,34,20,"1,765",19.6,6,0,6,6,0,0,3,0,0.31,0.00,0.31,0.31,0.31,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,35,12,34.3,1.78,0.61,0.17,0.50,52,57.7,75,3,14,18,0,1.38,21,28,-7,-0.36,-0.84,0,39,7,12,3,5,3,N/a,N/a,0
Tijjani Reijnders,NED,MF,Manchester City,27-278,26,17,"1,496",16.6,5,2,7,5,0,0,2,0,0.30,0.12,0.42,0.30,0.42,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,41,15,36.6,2.47,0.90,0.12,0.33,58,50.4,79,6,9,18,7,1.96,30,15,+15,+0.90,-0.44,0,18,15,4,37,11,4,N/a,N/a,0
Tim Iroegbunam,ENG,MF,Everton,22-307,25,13,"1,153",12.8,0,2,2,0,0,0,8,0,0.00,0.16,0.16,0.00,0.16,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11,1,9.1,0.86,0.08,0.00,0.00,46,37.7,77,5,12,12,6,1.44,13,12,+1,+0.08,+0.13,0,22,19,0,3,19,37,N/a,N/a,0
Timothy Castagne,BEL,"DF,MF",Fulham,30-149,27,17,"1,583",17.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12,6,50.0,0.68,0.34,0.00,0.00,59,50.3,86,14,10,12,8,1.19,22,30,-8,-0.45,-0.80,0,17,6,0,40,25,19,N/a,N/a,0
Tolu Arokodare,NGA,FW,Wolves,25-161,30,13,"1,373",15.3,3,1,4,3,0,1,1,0,0.20,0.07,0.26,0.20,0.26,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,43,15,34.9,2.82,0.98,0.07,0.20,46,43.6,82,7,17,18,2,0.60,16,28,-12,-0.79,+0.53,0,17,16,6,0,5,3,N/a,N/a,0
Tom Cairney,SCO,MF,Fulham,35-103,22,5,670,7.4,1,0,1,1,0,0,3,0,0.13,0.00,0.13,0.13,0.13,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13,1,7.7,1.75,0.13,0.08,1.00,30,21.3,70,0,17,19,11,1.45,12,9,+3,+0.40,+0.58,0,9,9,0,6,2,4,N/a,N/a,0
Tomáš Souček,CZE,MF,West Ham United,31-065,32,21,"1,958",21.8,5,0,5,5,0,0,2,1,0.23,0.00,0.23,0.23,0.23,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23,12,52.2,1.06,0.55,0.22,0.42,61,62.2,83,13,11,19,0,1.09,29,38,-9,-0.41,+0.11,0,34,18,5,12,16,21,N/a,N/a,0
Tosin Adarabioyo,ENG,DF,Chelsea,28-221,15,7,750,8.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2,0,0.0,0.24,0.00,0.00,N/a,50,24.5,85,6,8,19,11,1.53,16,12,+4,+0.48,+0.32,0,5,0,1,0,9,6,N/a,N/a,0
Toti Gomes,POR,DF,Wolves,27-107,17,16,"1,309",14.5,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,2,40.0,0.34,0.14,0.00,0.00,77,41.6,82,11,1,1,6,0.29,7,30,-23,-1.58,-0.85,0,11,11,0,11,11,11,N/a,N/a,0
Trai Hume,NIR,"DF,MF",Sunderland,24-046,35,31,"2,798",31.1,1,1,2,1,0,0,9,0,0.03,0.03,0.06,0.03,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,31,6,19.4,1.00,0.19,0.03,0.17,80,88.8,87,25,4,22,0,1.34,31,40,-9,-0.29,-0.29,0,27,35,3,83,24,45,N/a,N/a,1
Trevoh Chalobah,ENG,DF,Chelsea,26-302,31,30,"2,650",29.4,3,0,3,3,0,0,3,1,0.10,0.00,0.10,0.10,0.10,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15,5,33.3,0.51,0.17,0.20,0.60,85,86.6,88,28,1,10,0,1.45,51,34,+17,+0.58,+2.55,0,20,18,2,5,36,22,N/a,N/a,0
Tyler Adams,USA,MF,Bournemouth,27-078,21,18,"1,476",16.4,2,2,4,2,0,0,7,0,0.12,0.12,0.24,0.12,0.24,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,6,66.7,0.55,0.37,0.22,0.33,70,48.2,78,8,3,22,1,1.43,20,26,-6,-0.37,-0.71,0,29,12,1,2,26,20,N/a,N/a,0
Tyler Dibling,ENG,MF,Everton,20-052,14,4,358,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,0,0.0,1.01,0.00,0.00,N/a,26,11.7,67,1,10,9,18,1.14,4,2,+2,+0.50,+0.57,0,11,11,0,7,6,3,N/a,N/a,0
Tyrick Mitchell,ENG,MF,Crystal Palace,26-244,33,33,"2,891",32.1,1,2,3,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,14,5,35.7,0.44,0.16,0.07,0.20,88,97.3,88,28,0,N/a,0,1.30,33,38,-5,-0.16,-2.43,0,24,23,5,98,30,57,N/a,N/a,0
Tyrique George,ENG,FW,Chelsea,20-088,4,0,145,1.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,2,66.7,1.86,1.24,0.00,0.00,36,4.7,61,0,4,36,4,1.00,5,2,+3,+1.86,+1.71,0,6,1,2,1,0,2,N/a,N/a,0
Tyrone Mings,ENG,DF,Aston Villa,33-051,14,12,"1,054",11.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8,1,12.5,0.68,0.09,0.00,0.00,75,34.4,85,11,2,17,6,1.21,11,18,-7,-0.60,-1.14,0,6,6,0,3,9,2,N/a,N/a,0
Valentino Livramento,ENG,DF,Newcastle United,23-172,17,14,"1,328",14.8,0,1,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,0,0.0,0.20,0.00,0.00,N/a,78,42.2,88,12,3,33,0,1.47,22,14,+8,+0.54,+1.13,0,7,16,2,36,2,14,N/a,N/a,0
Valentín Castellanos,ARG,FW,West Ham United,27-212,15,15,"1,166",13.0,4,0,4,4,0,0,5,0,0.31,0.00,0.31,0.31,0.31,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,36,15,41.7,2.78,1.16,0.11,0.27,78,37.0,78,3,0,N/a,0,1.47,18,15,+3,+0.23,+1.09,0,24,11,7,6,4,7,N/a,N/a,0
Veljko Milosavljević,SRB,DF,Bournemouth,18-309,7,4,368,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.24,0.00,0.00,N/a,53,12.0,90,4,3,3,15,1.86,5,6,-1,-0.24,-0.28,0,0,0,0,0,4,4,N/a,N/a,0
Victor Lindelöf,SWE,DF,Aston Villa,31-290,13,7,668,7.4,0,1,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3,0,0.0,0.40,0.00,0.00,N/a,51,21.8,90,7,6,6,17,2.31,14,10,+4,+0.54,+0.50,0,1,0,0,0,4,2,N/a,N/a,0
